;X;Aorta_ID;Diet;Total_plaque_vol;DESC;ARCH;LSA;LCCA;BCA;Total_plaque_objects;Object_ID;Object_mm3;Major_axis;Minor_axis;Extent;Location;CD45_mm3
159;158;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;27;1,41593009840627e-05;6,27195765557385;3,28216497563864;0,293333333333333;2;0
160;159;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;28;0,0023131148971237;34,8505829207019;21,7522923570383;0,26836917562724;2;0,00187095854366683
161;160;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;29;8,04505737730835e-05;13,5948550221643;8,28896513523095;0,217013888888889;3;3,86162754110801e-06
162;161;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;30;3,86162754110801e-06;4,79237234031294;2,66876085079283;0,222222222222222;4;6,43604590184668e-07
163;162;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;31;0,000133869754758411;14,8440904577157;7,5443194880169;0,213991769547325;4;6,43604590184668e-07
164;163;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;32;0,000272888346238299;25,174874779014;9,55631324823663;0,141333333333333;4;0
165;164;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;33;3,08930203288641e-05;11,8659088202627;6,21815810095891;0,126984126984127;5;0
166;165;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;34;5,59935993460661e-05;10,3669941685002;7,05300660712895;0,258928571428571;4;6,43604590184668e-06
167;166;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;35;0,000343041246568428;21,0810346456706;11,9538982365502;0,189814814814815;4;0
168;167;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;36;0,00153692776136099;28,1613924274447;19,6905309477903;0,242979242979243;3;0,00140434521578295
169;168;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;37;0,000176347657710599;15,7364860555317;9,616819479363;0,175641025641026;3;0,000170555216398937
170;169;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;38;0,00031987148132178;21,9633824965862;10,0587074958085;0,282386363636364;4;0
171;170;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;39;0,00181947017645206;64,2728462914347;17,6840437306698;0,119061657681941;4;1,48029055742474e-05
172;171;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;40;4,63395304932961e-05;13,7646498693371;8,8423200754736;0,111111111111111;2;0
180;179;4;ApoE-/- WD;0,750124367883181;0,0390700166471603;0,545702677948727;0,00184070912792815;0,028014176996968;0,135496787162398;51;48;0,000356556942962306;30,7899607558111;14,5585713547709;0,0946684894053315;0;6,82220865595748e-05
184;183;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;1;0,46374092059789;328,625548353202;163,047270078469;0,0595752671075589;2;0,00797747889533896
185;184;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;2;7,91633645927141e-05;12,028112855787;8,39278805058598;0,3075;0;0
186;185;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;3;0,000458890072801668;29,0003309892532;16,9155736495196;0,146707818930041;2;0
187;186;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;4;0,000810298179042497;24,1769647640809;14,8161164430713;0,237906273620559;2;0,000177634866890968
188;187;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;5;4,89139488540348e-05;11,5269625424008;6,20047490817857;0,211111111111111;2;0
189;188;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;6;0,00106838361970655;27,8263564043883;15,665936527579;0,218421052631579;2;0
190;189;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;7;0,000273531950828484;17,0947262979037;11,2367701363164;0,301846590909091;3;0
191;190;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;8;0,000603701105593219;22,9295563680488;13,1463424770711;0,304743339831059;1;5,66372039362508e-05
192;191;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;9;7,72325508221602e-06;5,81186525805423;3,19490591908968;0,8;2;0
193;192;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;10;5,34191809853274e-05;9,61519875772756;6,05421437835944;0,370535714285714;3;0
194;193;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;11;0,00131488417774728;28,6432754812202;18,2711654774618;0,275188577586207;2;2,18825560662787e-05
195;194;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;12;3,60418570503414e-05;11,0846056524248;5,62184593979638;0,2;2;0
196;195;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;13;0,00106323478298507;26,7991579552685;17,769863644787;0,268880208333333;2;0,00090169003084872
197;196;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;14;0,000331456363945104;18,1507799772411;10,727554791998;0,306547619047619;3;0
198;197;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;15;0,000422848215751327;24,5047201963237;12,5435971865833;0,291481810115351;0;0
199;198;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;16;0,00224939804269541;51,9317374445698;20,8502496713451;0,163930581613508;3;7,72325508221602e-06
200;199;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;17;0,000148672660332658;14,5093940753792;9,26835250204863;0,272727272727273;3;0
201;200;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;18;0,0023131148971237;38,5016253797501;24,5034008463235;0,155989583333333;3;2,38133698368327e-05
202;201;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;19;8,94610380356688e-05;18,4546259980023;10,8760137697089;0,210606060606061;0;0
204;203;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;21;0,00118938128266127;63,0276090695573;17,0653286764046;0,100162601626016;0;0
205;204;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;22;1,48029055742474e-05;9,17622538178979;3,90354828941968;0,273809523809524;3;0
206;205;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;23;2,38133698368327e-05;11,2412102804965;5,18272177516451;0,205555555555556;0;0
211;210;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;28;1,67337193448014e-05;10,3321152065778;3,75530385455983;0,325;2;0
215;214;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;32;0,00050329878952441;47,6885867254691;12,078804217738;0,0668147641831852;0;0
218;217;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;35;4,50523213129268e-06;4,1206300291017;2,79941684889506;0,777777777777778;2;0
219;218;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;36;0,000252936603942575;16,4758886410309;9,33858856642705;0,311904761904762;2;0
226;225;5;ApoE-/- WD;0,463437782835913;0,000603701105593219;0,315938413671162;0,00565921516149379;0,0134339586109246;0,12780249428674;44;43;1,02976734429547e-05;6,78606383339276;4,32336725422385;0,32;0;0
228;227;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;1;0,864811487831138;481,650903965237;241,151259004171;0,0467039918583441;2;0,310590059526727
229;228;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;2;0,00420016355554514;56,6374382550099;22,1092514154419;0,183057503506311;2;0,000335961596076397
230;229;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;3;0,000664199937070577;29,506816235235;11,5646607256682;0,2004662004662;2;0
231;230;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;4;0,000287691251812547;21,9105461264867;11,091555442557;0,169318181818182;2;0
232;231;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;5;0,000139018591479888;11,8073378779589;8,40178837676612;0,400742115027829;2;0,000130651731807488
234;233;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;7;1,930813770554e-06;3,2659863237109;0;1;1;0
235;234;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;8;0,000153177892463951;13,4295610412706;8,29404130607192;0,326923076923077;1;0,000152534287873766
236;235;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;9;0,00499050999229192;46,1320218488699;25,7761770714424;0,293712121212121;2;0,00459469316932835
237;236;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;10;1,09412780331394e-05;7,86741341049435;5,18358775462159;0,2125;1;0
238;237;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;11;0,000119066849184164;17,6121508978653;8,94830663338243;0,235969387755102;1;0
239;238;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;12;2,89622065583101e-05;10,6908878327584;6,27733196336402;0,166666666666667;1;0
240;239;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;13;0,000375865080667846;31,0364470959873;10,855396130425;0,0821840698001689;2;0
242;241;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;15;3,21802295092334e-06;6,09261848469113;1,535087686909;0,25;2;3,21802295092334e-06
243;242;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;16;0,0046468251411333;49,6234652239499;29,8342739401758;0,253253358588516;2;0,00394980136996331
244;243;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;17;0,000150603474103212;11,0385439238908;8,8345663535953;0,365625;2;5,14883672147734e-06
245;244;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;18;0,000158970333775613;28,7415482254454;8,92119758964152;0,0735119047619048;2;0
246;245;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;19;0,000292196483943839;23,3322320561748;14,5254138274625;0,128393665158371;2;0
247;246;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;20;6,43604590184668e-07;0;0;1;2;0
248;247;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;21;1,930813770554e-06;3,2659863237109;1,50137666748066;0,375;2;0
249;248;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;22;1,28720918036934e-06;2;0;1;2;0
250;249;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;23;2,38133698368327e-05;8,02480385767912;4,28899393315239;0,211428571428571;2;0
251;250;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;24;0,000312148226239564;22,2422028398882;12,9364970196815;0,169817927170868;2;0
252;251;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;25;6,43604590184668e-07;0;0;1;2;0
253;252;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;26;1,67337193448014e-05;7,60431236343472;4,99665494902755;0,216666666666667;2;3,21802295092334e-06
254;253;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;27;0,000285760438041993;18,3519842619794;10,0730323963537;0,215848322800194;3;0
255;254;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;28;5,14883672147734e-06;4,4524774362524;2,67870205130456;0,296296296296296;3;0
257;256;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;30;0,000102333129839362;10,58697280946;7,83292623759279;0,276041666666667;5;2,70313927877561e-05
258;257;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;31;0,00753146091434099;51,08135606915;34,7580238258246;0,219335732493627;3;0,00325599562174424
259;258;6;ApoE-/- WD;0,798812411526061;0,0023131148971237;0,628898868903538;0,0104959036567316;0,0336083880948532;0,123496135973814;36;32;1,5446510164432e-05;6,60416766796126;4,00393644961935;0,5;3;0
266;265;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;3;0,750260812056301;460,056837331839;270,140447725988;0,0447940586967682;2;0,208760228476889
272;271;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;9;0,000288978460992916;20,0410622542762;12,2274560210655;0,200089126559715;0;0
275;274;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;12;0,000365567407224891;17,9761446959623;10,4959173994199;0,262962962962963;4;0,000133869754758411
276;275;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;13;0,0161596240503566;82,6787452067249;45,2896484612457;0,182021168624039;3;0,0107488402606741
277;276;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;14;0,0231787757109106;83,0396641738794;40,948010044248;0,194319444894083;4;0,0125039499781077
278;277;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;15;6,43604590184668e-07;0;0;1;3;6,43604590184668e-07
279;278;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;16;2,57441836073867e-06;4,35889894354067;1,73205080756888;0,222222222222222;3;0
280;279;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;17;1,02976734429547e-05;7,57050196486336;5,10603093799685;0,2;0;0
281;280;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;18;1,09412780331394e-05;6,4790161697898;4,54698512339486;0,2125;4;6,43604590184668e-07
282;281;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;19;7,07965049203135e-06;6,31932625344828;4,03438819024226;0,244444444444444;2;0
283;282;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;20;0,000353338920011383;27,2634503307239;16,0009847873294;0,107647058823529;2;0
284;283;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;21;1,48029055742474e-05;7,32312833027427;3,89814165889377;0,319444444444444;1;0
285;284;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;22;0,00591665699756765;43,127116323144;32,1224602793557;0,321883753501401;2;0,0048611454696648
286;285;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;23;0,000415768565259296;33,7525401162357;15,4234110055408;0,0699134199134199;1;6,43604590184668e-07
287;286;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;24;0,00203958294629521;32,3125594458432;23,8091188129428;0,164384272227409;1;0,000906838867570197
288;287;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;25;0,000110699989511763;15,0249928030466;7,41048984824104;0,358333333333333;1;0
289;288;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;26;1,28720918036934e-06;2;0;1;2;0
290;289;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;27;0,000141593009840627;22,3931341186726;14,6362428318942;0,087719298245614;1;0
291;290;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;28;0,0048566402375335;53,2829173816293;27,2565757768001;0,15849611426171;2;0,00401287461980141
292;291;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;29;3,08930203288641e-05;8,12209001465907;5,10835555440977;0,380952380952381;1;1,28720918036934e-06
293;292;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;30;0,000642317381004299;26,2146260653934;18,3433134098236;0,129947916666667;2;0,000502011580344041
294;293;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;31;3,53982524601567e-05;9,39542023954515;6,08487682186995;0,196428571428571;2;3,53982524601567e-05
295;294;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;32;0,000279324392140146;16,5409111381068;10,177847159269;0,361666666666667;2;1,99517422957247e-05
296;295;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;33;5,72808085264355e-05;12,1081476019644;7,65115444228175;0,254285714285714;2;0
297;296;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;34;8,68866196749302e-05;13,0511291813153;9,34847699549091;0,219155844155844;1;0
298;297;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;35;4,50523213129268e-06;4,40413036703731;2,13577047672304;0,4375;1;0
299;298;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;36;0,000655833077398177;29,9935456511646;19,059962127587;0,133098223615465;2;0,000184070912792815
300;299;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;37;0,00024263893049962;25,0659257156593;14,017605938824;0,103571428571429;2;5,14883672147734e-05
301;300;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;38;0,00147256730234252;46,5266188350473;19,213775001229;0,0812730889457232;2;0,000295414506894763
302;301;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;39;5,34191809853274e-05;16,2754353264717;5,15868342623188;0,141880341880342;2;3,21802295092334e-05
303;302;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;40;1,1584882623324e-05;5,88975026046909;3,7271567443441;0,375;2;0
304;303;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;41;0,000263234277385529;16,8383584988854;10,5555923818343;0,258207070707071;2;2,51005790172021e-05
305;304;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;42;1,60901147546167e-05;6,89846237987859;4,30572287256096;0,3125;2;1,3515696393878e-05
306;305;7;ApoE-/- WD;0,664745713763054;0,00403861880340879;0,366302403666882;0,0121538290810473;0,0222770856800619;0,259973776531654;43;43;0,00123958244069567;27,8606940385905;16,4245259000703;0,241353383458647;0;0
309;308;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;3;1,10631252541531;474,883434558352;343,289465923446;0,0488151229156055;2;0,292354167068435
315;314;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;9;0,00448206236604603;47,8965860958709;25,9211895797438;0,363921404682274;1;0,00412100019095243
316;315;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;10;0,000719549931826459;20,9720948592895;13,8554342922104;0,285204081632653;1;0,000451810422309637
318;317;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;12;3,28238340994181e-05;11,1130308424265;4,53819498071509;0,157407407407407;4;6,43604590184668e-07
319;318;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;13;3,86162754110801e-05;9,17188913682085;5,71016537001453;0,306122448979592;3;0
320;319;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;14;0,000182140099022261;14,0842375317946;10,7708966669869;0,235833333333333;4;0
321;320;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;15;0,00153113532004933;68,2829460440461;24,5019354839789;0,0383610681114551;4;1,09412780331394e-05
322;321;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;16;1,67337193448014e-05;6,04220213695951;4,24296768272489;0,541666666666667;4;2,57441836073867e-06
323;322;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;17;9,65406885277002e-06;6,91121099346704;4,19572958367953;0,25;2;0
324;323;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;18;0,000378439499028585;26,8385710075267;9,02250664097992;0,102083333333333;4;0
325;324;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;19;0,00250683987876928;46,4128152507848;19,775660007855;0,384881422924901;1;0,00200547190301543
327;326;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;21;0,00380692115094231;42,50535990085;27,7211986748;0,296491228070175;1;0,00349219850634201
328;327;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;22;1,67337193448014e-05;9,38236954573608;4,15454408953523;0,148571428571429;3;0
329;328;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;23;2,70313927877561e-05;7,05271077885006;4,96234617341937;0,35;1;1,22284872135087e-05
330;329;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;24;7,72325508221602e-06;4,5976953598152;3,46410161513775;0,666666666666667;2;0
331;330;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;25;0,000640386567233745;21,1271618434349;15,5288029204802;0,382545174932718;2;0,000327594736403996
332;331;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;26;0,00602606977789905;70,9880444900129;33,1533818040029;0,110329468325792;2;0,0051675012545927
333;332;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;27;0,00022333079279408;17,8457204118544;9,26632406986666;0,238324175824176;1;0,000180209285251707
334;333;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;28;7,27273186908675e-05;10,1427595606906;8,250972122055;0,329446064139942;2;7,01529003301288e-05
335;334;8;ApoE-/- WD;0,992992421616907;0,0117657355131659;0,700008809259272;0,0509136283157385;0,0278590682907335;0,202445180237997;29;29;5,34191809853274e-05;13,3462048524551;6,04057378738362;0,17965367965368;2;0
